Lead_ID,City,Course_Interest,Lead_Source,Date
L23189,Kolkata,data science,Instagram,28-06-2025
L23190,,AI ml,Referral,
L23191,,Business Analytics,,2025/02/26
L23192,Mumbai,,LinkedIn,2025/04/02
L23193,Chennai,AI ml,Website,2025/02/05
L23194,Kolkata,AI ml,LinkedIn,2025/05/18
L23195,Hyderabad,Business Analytics,Referral,27-06-2025
L23196,Chennai,Data Science,Referral,2025/06/14
L23197,,Data Science,Referral,2025/04/22
L23198,Mumbai,AI ml,Email Campaign,2025/05/28
L23199,,data science,Website,2025/01/13
L23200,Kolkata,,Linkedin,2025/05/02
L23201,Pune,Data Science,Website,19-04-2025
L23202,,data science,LinkedIn,2025/05/27
L23203,Mumbai,,,
L23204,Mumbai,Data Science,Email Campaign,2025/04/02
L23205,Chennai,AI/ML,instagram,2025/04/12
L23206,Ahmedabad,Data Analytics,Instagram,2025/02/25
L23207,Chennai,data science,Website,2025/02/14
L23208,Pune,AI ml,instagram,2025/03/01
L23209,Mumbai,Business Analytics,Linkedin,2025/02/23
L23210,Hyderabad,,LinkedIn,2025/02/06
L23211,Chennai,Data Science,Referral,2025/02/06
L23212,Hyderabad,AI ml,Referral,2025/01/14
L23213,Kolkata,AI/ML,,2025/04/05
L23214,Delhi,Data Science,Website,2025/06/21
L23215,Pune,AI/ML,Referral,2025/04/12
L23216,Ahmedabad,Business Analytics,Linkedin,2025/02/11
L23217,Mumbai,Data Analytics,Website,2025/01/01
L23218,Delhi,AI ml,Email Campaign,2025/01/23
L23219,Ahmedabad,Data Analytics,,2025/01/28
L23220,Kolkata,AI/ML,Campus Drive,2025/05/12
L23221,Hyderabad,data science,instagram,2025/06/18
L23222,Pune,AI ml,Linkedin,2025/01/18
L23223,Hyderabad,Data Science,Email Campaign,2025/02/18
L23224,Ahmedabad,Data Analytics,Instagram,2025/02/16
L23225,Chennai,Data Science,Email Campaign,2025/04/25
L23226,Ahmedabad,,Campus Drive,2025/02/08
L23227,Chennai,Data Science,Website,2025/01/06
L23228,Kolkata,data science,Website,2025/02/22
L23229,Delhi,,Website,2025/01/25
L23230,,,Instagram,2025/04/09
L23231,Bangalore,Data Analytics,Instagram,06-03-2025
L23232,Ahmedabad,,LinkedIn,2025/05/13
L23233,Delhi,Data Science,Referral,2025/01/08
L23234,Pune,AI ml,instagram,2025/02/08
L23235,Mumbai,Business Analytics,Referral,2025/04/21
L23236,Pune,data science,Website,2025/02/12
L23237,,Data Science,Referral,2025/03/23
L23238,Kolkata,AI/ML,Email Campaign,2025/05/03
L23239,,AI ml,Campus Drive,2025/05/13
L23240,Delhi,AI/ML,Campus Drive,2025/01/04
L23241,Kolkata,Data Science,Instagram,2025/04/18
L23242,Delhi,AI/ML,instagram,2025/04/03
L23243,,Business Analytics,Linkedin,
L23244,Bangalore,AI/ML,Campus Drive,2025/05/09
L23245,Hyderabad,Data Analytics,Email Campaign,04-04-2025
L23246,,AI ml,Email Campaign,2025/02/25
L23247,Pune,AI ml,Instagram,2025/06/22
L23248,Bangalore,AI ml,Campus Drive,2025/01/03
L23249,Bangalore,Business Analytics,Email Campaign,2025/01/22
L23250,Chennai,AI ml,,2025/02/25
L23251,Bangalore,Data Analytics,Campus Drive,2025/01/18
L23252,Pune,Data Analytics,,2025/06/02
L23253,Bangalore,AI ml,Campus Drive,2025/06/25
L23254,Delhi,Business Analytics,instagram,2025/04/26
L23255,Chennai,data science,instagram,2025/03/25
L23256,Ahmedabad,Data Analytics,Linkedin,08-06-2025
L23257,Mumbai,AI/ML,instagram,2025/01/30
L23258,,Data Science,Email Campaign,2025/03/21
L23259,Mumbai,Business Analytics,Website,2025/03/07
L23260,Ahmedabad,AI ml,instagram,2025/01/10
L23261,,Data Science,Email Campaign,2025/02/28
L23262,Delhi,Business Analytics,Linkedin,2025/02/20
L23263,Delhi,Business Analytics,Campus Drive,2025/05/03
L23264,Hyderabad,Data Analytics,instagram,2025/05/17
L23265,Delhi,Data Science,instagram,2025/02/23
L23266,,data science,Website,2025/03/22
L23267,Kolkata,AI ml,Linkedin,2025/05/17
L23268,Pune,AI/ML,LinkedIn,2025/01/09
L23269,Hyderabad,Data Science,Website,2025/04/11
L23270,Delhi,Business Analytics,Instagram,2025/06/01
L23271,,AI/ML,LinkedIn,2025/02/08
L23272,,Data Analytics,Instagram,2025/05/16
L23273,,AI/ML,Email Campaign,02-06-2025
L23274,Ahmedabad,AI/ML,Referral,2025/04/20
L23275,Ahmedabad,Data Science,Email Campaign,2025/03/07
L23276,,Business Analytics,Website,2025/01/10
L23277,,Business Analytics,instagram,2025/04/27
L23278,,Business Analytics,Campus Drive,2025/06/01
L23279,,,Instagram,2025/03/24
L23280,Mumbai,Data Analytics,Website,2025/06/08
L23281,Delhi,Data Science,Referral,2025/05/19
L23282,Mumbai,Business Analytics,instagram,2025/05/14
L23283,Bangalore,AI/ML,,2025/03/11
L23284,Chennai,,Referral,2025/06/09
L23285,Bangalore,Data Analytics,Instagram,
L23286,Bangalore,Business Analytics,Referral,2025/02/08
L23287,Hyderabad,,Instagram,2025/06/25
L23288,Kolkata,AI ml,instagram,2025/01/13
L23289,Bangalore,Data Analytics,,28-02-2025
L23290,Kolkata,data science,Email Campaign,2025/03/08
L23291,,data science,Campus Drive,2025/02/10
L23292,,AI/ML,Email Campaign,2025/02/04
L23293,Bangalore,AI ml,Instagram,2025/06/15
L23294,,,Campus Drive,2025/03/22
L23295,Mumbai,Data Science,Email Campaign,2025/02/03
L23296,Delhi,AI ml,LinkedIn,2025/03/17
L23297,,Data Analytics,Website,2025/03/11
L23298,Hyderabad,,Campus Drive,11-01-2025
L23299,Hyderabad,,Email Campaign,2025/04/22
L23300,Mumbai,Data Analytics,Website,27-01-2025
L23301,Kolkata,,Instagram,2025/02/17
L23302,Hyderabad,,Email Campaign,2025/01/24
L23303,Chennai,Data Analytics,Linkedin,2025/01/18
L23304,Pune,AI ml,Linkedin,2025/01/27
L23305,,AI/ML,Campus Drive,2025/02/23
L23306,,data science,Email Campaign,2025/02/24
L23307,,Data Science,Instagram,2025/04/30
L23308,Pune,Data Analytics,Email Campaign,2025/01/21
L23309,Mumbai,Business Analytics,Instagram,2025/04/25
L23310,Bangalore,,Campus Drive,2025/06/11
L23311,Ahmedabad,AI ml,,30-04-2025
L23312,Delhi,Data Science,Email Campaign,2025/02/27
L23313,,Data Science,Campus Drive,2025/06/25
L23314,,Data Analytics,Campus Drive,2025/02/23
L23315,Pune,Business Analytics,Campus Drive,26-05-2025
L23316,Pune,Business Analytics,instagram,2025/01/03
L23317,,AI/ML,,2025/06/01
L23318,Mumbai,Business Analytics,Email Campaign,2025/05/09
L23319,Kolkata,data science,instagram,2025/01/06
L23320,,Data Analytics,Campus Drive,19-01-2025
L23321,,Data Science,Referral,2025/03/27
L23322,Delhi,Data Science,,2025/04/25
L23323,Pune,Business Analytics,Linkedin,2025/06/20
L23324,Delhi,,LinkedIn,2025/05/03
L23325,Bangalore,AI ml,Linkedin,2025/05/16
L23326,Pune,data science,Website,2025/06/29
L23327,Hyderabad,AI ml,LinkedIn,2025/03/14
L23328,Mumbai,AI/ML,LinkedIn,2025/02/16
L23329,,Business Analytics,Campus Drive,2025/03/26
L23330,Bangalore,data science,Instagram,2025/01/28
L23331,,Data Analytics,Referral,2025/02/15
L23332,Mumbai,AI/ML,instagram,2025/05/12
L23333,Mumbai,data science,LinkedIn,2025/04/30
L23334,Chennai,Business Analytics,Referral,2025/05/16
L23335,Hyderabad,AI/ML,Campus Drive,2025/04/26
L23336,Kolkata,,Email Campaign,2025/03/02
L23337,Kolkata,Data Analytics,Instagram,2025/01/17
L23338,Bangalore,Business Analytics,Instagram,2025/02/03
L23339,Kolkata,Data Science,LinkedIn,2025/01/20
L23340,Hyderabad,Data Analytics,Campus Drive,2025/06/11
L23341,Hyderabad,,Instagram,2025/02/12
L23342,Delhi,data science,Referral,10-01-2025
L23343,Delhi,,Email Campaign,2025/04/04
L23344,Chennai,Data Science,Campus Drive,2025/06/07
L23345,Mumbai,AI ml,instagram,2025/04/25
L23346,Hyderabad,Data Analytics,Referral,2025/06/02
L23347,Hyderabad,Business Analytics,,2025/05/07
L23348,,Data Science,,2025/04/20
L23349,Mumbai,AI ml,Campus Drive,2025/04/17
L23350,Bangalore,Business Analytics,Email Campaign,2025/04/15
L23351,,AI/ML,LinkedIn,2025/03/12
L23352,,Business Analytics,LinkedIn,2025/06/24
L23353,Delhi,AI/ML,Website,2025/03/25
L23354,,Business Analytics,LinkedIn,2025/01/03
L23355,Kolkata,AI/ML,,2025/02/15
L23356,,Data Analytics,Campus Drive,2025/06/13
L23357,,AI ml,Referral,2025/01/26
L23358,Kolkata,,LinkedIn,2025/05/18
L23359,Mumbai,Data Analytics,Linkedin,2025/06/11
L23360,Kolkata,Data Science,Linkedin,2025/01/08
L23361,,Data Analytics,instagram,24-02-2025
L23362,Chennai,Data Analytics,instagram,2025/04/01
L23363,Delhi,,instagram,18-05-2025
L23364,Pune,data science,Linkedin,2025/04/24
L23365,,Data Analytics,Campus Drive,2025/03/20
L23366,Hyderabad,Data Science,Email Campaign,2025/04/11
L23367,Pune,Data Analytics,Linkedin,27-03-2025
L23368,,Data Analytics,Linkedin,
L23369,Pune,Data Analytics,Campus Drive,2025/02/14
L23370,Kolkata,AI ml,Instagram,2025/02/19
L23371,Mumbai,Data Analytics,LinkedIn,2025/03/05
L23372,Delhi,,Campus Drive,2025/04/05
L23373,Hyderabad,AI ml,,2025/01/02
L23374,,,Website,2025/06/22
L23375,Mumbai,Data Science,Referral,05-04-2025
L23376,Mumbai,data science,Instagram,2025/03/03
L23377,Chennai,Data Science,Referral,2025/05/22
L23378,,Data Science,Instagram,2025/03/15
L23379,Chennai,data science,Email Campaign,10-04-2025
L23380,Ahmedabad,Data Analytics,Instagram,
L23381,Delhi,data science,LinkedIn,2025/04/21
L23382,Pune,Business Analytics,,2025/04/14
L23383,Pune,AI ml,Website,2025/01/15
L23384,Pune,Data Analytics,,2025/01/14
L23385,Delhi,Business Analytics,Campus Drive,2025/06/08
L23386,Bangalore,Data Science,Referral,2025/06/06
L23387,Hyderabad,Data Analytics,instagram,2025/01/27
L23388,Bangalore,data science,Campus Drive,26-03-2025
L23389,Chennai,data science,Email Campaign,
L23390,Bangalore,AI ml,,2025/01/09
L23391,,data science,Linkedin,2025/01/20
L23392,Delhi,data science,Instagram,2025/03/20
L23393,Ahmedabad,Data Science,Email Campaign,26-06-2025
L23394,Pune,,,2025/02/26
L23395,Delhi,Data Science,Website,
L23396,Chennai,Data Analytics,Website,24-05-2025
L23397,Kolkata,,Referral,2025/04/10
L23398,Ahmedabad,data science,,2025/03/16
L23399,Delhi,,Website,16-05-2025
L23400,Bangalore,Business Analytics,Referral,2025/03/08
L23401,Ahmedabad,AI/ML,Referral,2025/01/19
L23402,Bangalore,,Linkedin,2025/04/15
L23403,,AI/ML,LinkedIn,2025/06/13
L23404,Pune,Data Science,Linkedin,2025/06/13
L23405,,Data Science,Instagram,2025/01/11
L23406,Delhi,,Referral,2025/02/20
L23407,Ahmedabad,Business Analytics,Website,2025/05/06
L23408,Mumbai,Data Science,Referral,2025/03/21
L23409,Pune,AI/ML,,2025/02/23
L23410,Mumbai,,Instagram,2025/01/17
L23411,Bangalore,AI ml,Email Campaign,2025/06/19
L23412,Ahmedabad,,Email Campaign,24-01-2025
L23413,Ahmedabad,Business Analytics,instagram,2025/05/25
L23414,Pune,,Referral,2025/02/17
L23415,Delhi,Data Analytics,instagram,2025/03/25
L23416,Ahmedabad,AI/ML,LinkedIn,07-01-2025
L23417,,AI ml,LinkedIn,22-05-2025
L23418,Ahmedabad,data science,Linkedin,2025/01/11
L23419,Kolkata,AI ml,Email Campaign,2025/01/12
L23420,Hyderabad,Data Analytics,Referral,20-04-2025
L23421,Chennai,Data Analytics,Website,2025/05/13
L23422,Bangalore,AI/ML,Campus Drive,2025/05/13
L23423,,,Linkedin,2025/05/08
L23424,,,instagram,2025/05/28
L23425,,Data Analytics,,2025/02/23
L23426,Pune,data science,Website,2025/02/24
L23427,,AI/ML,Email Campaign,2025/03/20
L23428,Kolkata,Data Science,instagram,31-03-2025
L23429,Ahmedabad,AI/ML,LinkedIn,2025/04/07
L23430,Chennai,data science,Campus Drive,2025/05/07
L23431,,Data Analytics,Instagram,2025/01/30
L23432,Bangalore,AI/ML,Campus Drive,2025/01/24
L23433,Mumbai,AI/ML,LinkedIn,11-05-2025
L23434,,AI ml,instagram,02-05-2025
L23435,,Data Science,Instagram,2025/04/10
L23436,Delhi,Business Analytics,Email Campaign,2025/06/25
L23437,Kolkata,Business Analytics,Website,2025/03/12
L23438,Bangalore,Data Science,Linkedin,2025/05/30
L23439,Chennai,AI/ML,Linkedin,14-01-2025
L23440,Mumbai,Data Analytics,instagram,17-02-2025
L23441,Mumbai,Data Science,instagram,2025/01/29
L23442,Kolkata,Business Analytics,Instagram,2025/02/19
L23443,Chennai,data science,,2025/05/18
L23444,,Business Analytics,Website,2025/01/27
L23445,Kolkata,Data Science,Linkedin,2025/03/20
L23446,Ahmedabad,AI/ML,LinkedIn,2025/04/06
L23447,Pune,,Instagram,2025/06/05
L23448,Bangalore,Data Analytics,Instagram,2025/05/17
L23449,,AI ml,Linkedin,2025/03/12
L23450,,,,2025/03/21
L23451,Bangalore,Data Analytics,Website,2025/06/03
L23452,Bangalore,,instagram,2025/03/22
L23453,,,LinkedIn,2025/03/28
L23454,Chennai,Data Analytics,Linkedin,2025/01/08
L23455,,data science,Website,2025/01/02
L23456,Kolkata,Data Analytics,Referral,2025/06/29
L23457,Kolkata,Business Analytics,instagram,
L23458,Pune,AI/ML,,2025/05/03
L23459,Pune,AI/ML,Instagram,2025/05/01
L23460,Mumbai,Business Analytics,Referral,06-04-2025
L23461,,data science,Instagram,2025/04/03
L23462,Bangalore,,LinkedIn,03-01-2025
L23463,Kolkata,data science,Campus Drive,
L23464,Kolkata,data science,Website,2025/05/16
L23465,Ahmedabad,Data Analytics,Referral,2025/01/02
L23466,Kolkata,Data Science,Email Campaign,2025/04/25
L23467,Ahmedabad,,Instagram,2025/02/18
L23468,Hyderabad,AI/ML,,2025/04/11
L23469,Hyderabad,Data Analytics,LinkedIn,2025/05/28
L23470,Ahmedabad,Business Analytics,Linkedin,29-01-2025
L23471,,data science,,2025/05/25
L23472,,,Instagram,2025/03/15
L23473,Chennai,AI ml,LinkedIn,2025/04/15
L23474,Ahmedabad,Data Science,Website,2025/05/30
L23475,Bangalore,,,2025/01/06
L23476,Pune,Business Analytics,Website,2025/03/03
L23477,,Data Science,Email Campaign,2025/01/31
L23478,,,,2025/04/29
L23479,,Business Analytics,instagram,2025/01/12
L23480,,,Email Campaign,2025/01/12
L23481,Pune,AI ml,LinkedIn,2025/05/24
L23482,Pune,Data Analytics,Email Campaign,
L23483,Ahmedabad,,Instagram,
L23484,Mumbai,data science,instagram,2025/01/25
L23485,Mumbai,Business Analytics,Email Campaign,2025/05/30
L23486,Delhi,AI/ML,Linkedin,2025/04/01
L23487,Ahmedabad,Business Analytics,LinkedIn,2025/03/29
L23488,Ahmedabad,,Instagram,2025/03/17
L23489,,Data Analytics,,2025/01/18
L23490,,AI/ML,,14-02-2025
L23491,Hyderabad,AI ml,instagram,2025/04/21
L23492,,AI ml,Instagram,2025/03/21
L23493,Hyderabad,data science,LinkedIn,2025/03/09
L23494,Bangalore,Business Analytics,,2025/05/20
L23495,Mumbai,AI/ML,Referral,2025/06/26
L23496,Kolkata,Data Analytics,LinkedIn,2025/06/10
L23497,Hyderabad,data science,Referral,2025/01/18
L23498,,Data Science,Instagram,2025/02/23
L23499,Bangalore,AI/ML,Referral,2025/04/22
L23500,Delhi,Business Analytics,instagram,07-04-2025
L23501,Delhi,Data Analytics,Linkedin,2025/01/27
L23502,Ahmedabad,AI ml,Website,2025/03/19
L23503,Hyderabad,Business Analytics,Campus Drive,2025/06/02
L23504,Mumbai,Data Analytics,LinkedIn,2025/06/11
L23505,,Business Analytics,Instagram,2025/03/29
L23506,Mumbai,AI ml,Linkedin,2025/02/23
L23507,Ahmedabad,Data Analytics,instagram,2025/03/28
L23508,Kolkata,AI ml,Linkedin,2025/01/05
L23509,Hyderabad,,Referral,2025/05/03
L23510,Kolkata,AI ml,Referral,2025/06/13
L23511,,Business Analytics,Instagram,23-02-2025
L23512,Ahmedabad,Data Analytics,,2025/06/13
L23513,Mumbai,Data Science,Website,2025/02/08
L23514,Mumbai,AI ml,Instagram,2025/04/19
L23515,Bangalore,Data Analytics,Campus Drive,2025/05/12
L23516,Ahmedabad,Data Science,Campus Drive,2025/03/15
L23517,Delhi,data science,Linkedin,2025/03/06
L23518,Delhi,AI/ML,Referral,2025/06/17
L23519,Mumbai,Data Analytics,Referral,2025/02/06
L23520,Mumbai,AI/ML,Instagram,2025/03/08
L23521,Hyderabad,AI/ML,Campus Drive,2025/04/21
L23522,Hyderabad,,Linkedin,2025/06/08
L23523,Pune,data science,Linkedin,2025/05/05
L23524,,Data Analytics,Campus Drive,2025/03/28
L23525,Ahmedabad,,Website,2025/02/16
L23526,Hyderabad,data science,Campus Drive,2025/06/04
L23527,Mumbai,AI ml,Email Campaign,2025/06/28
L23528,,,Website,2025/05/28
L23529,Mumbai,AI ml,Website,2025/01/13
L23530,Ahmedabad,AI/ML,,2025/02/13
L23531,Delhi,AI ml,Website,2025/06/01
L23532,Kolkata,Business Analytics,Instagram,2025/05/05
L23533,Mumbai,AI/ML,Website,2025/04/29
L23534,Bangalore,data science,Linkedin,2025/05/11
L23535,Ahmedabad,data science,,2025/05/06
L23536,Chennai,AI/ML,Campus Drive,2025/05/18
L23537,Mumbai,data science,Email Campaign,2025/02/18
L23538,Bangalore,Data Science,Linkedin,2025/05/04
L23539,Hyderabad,Business Analytics,instagram,2025/03/19
L23540,Pune,AI/ML,Linkedin,2025/05/10
L23541,Pune,Business Analytics,Website,2025/04/13
L23542,Bangalore,Data Science,Campus Drive,2025/04/15
L23543,Delhi,AI ml,Instagram,2025/04/30
L23544,Ahmedabad,Business Analytics,Campus Drive,2025/01/31
L23545,Hyderabad,Data Analytics,Referral,2025/03/09
L23546,Bangalore,Data Science,LinkedIn,2025/02/06
L23547,,Business Analytics,Instagram,2025/01/24
L23548,Pune,,Referral,2025/02/13
L23549,Hyderabad,Business Analytics,Linkedin,2025/03/24
L23550,Delhi,AI ml,Linkedin,2025/02/10
L23551,Hyderabad,Data Science,,
L23552,,,Linkedin,2025/06/28
L23553,Bangalore,data science,instagram,2025/02/11
L23554,Kolkata,Business Analytics,Instagram,18-04-2025
L23555,,AI ml,Instagram,09-02-2025
L23556,Ahmedabad,Business Analytics,Linkedin,2025/02/17
L23557,,Data Science,Referral,23-04-2025
L23558,Ahmedabad,,Email Campaign,2025/03/25
L23559,Mumbai,,Campus Drive,2025/01/04
L23560,Bangalore,Business Analytics,Campus Drive,2025/04/18
L23561,Bangalore,data science,,
L23562,Ahmedabad,AI ml,Linkedin,2025/03/01
L23563,Kolkata,Data Analytics,Campus Drive,2025/04/24
L23564,Mumbai,Data Science,instagram,2025/06/16
L23565,,Data Science,Linkedin,2025/01/05
L23566,Hyderabad,AI/ML,instagram,2025/04/16
L23567,,,Referral,2025/01/06
L23568,Chennai,,Instagram,2025/01/14
L23569,Delhi,AI/ML,Email Campaign,2025/05/06
L23570,Chennai,Business Analytics,Linkedin,2025/05/20
L23571,,Business Analytics,Email Campaign,2025/03/03
L23572,Chennai,Data Science,Linkedin,2025/01/27
L23573,Ahmedabad,Business Analytics,Email Campaign,2025/02/23
L23574,Hyderabad,Data Analytics,LinkedIn,31-03-2025
L23575,Ahmedabad,Data Analytics,Email Campaign,2025/01/12
L23576,Hyderabad,Data Analytics,,2025/05/16
L23577,Mumbai,AI/ML,LinkedIn,2025/03/15
L23578,Bangalore,data science,Website,2025/05/24
L23579,Delhi,AI ml,,2025/06/29
L23580,Pune,Data Analytics,instagram,2025/01/26
L23581,Hyderabad,AI/ML,Instagram,2025/05/16
L23582,Bangalore,Data Science,Campus Drive,2025/02/14
L23583,Delhi,Data Science,Campus Drive,2025/03/25
L23584,Mumbai,data science,Referral,2025/05/27
L23585,,Data Analytics,instagram,2025/05/25
L23586,Pune,AI/ML,Referral,2025/04/13
L23587,Ahmedabad,Data Analytics,Email Campaign,2025/05/04
L23588,,data science,,2025/05/03
L23589,Hyderabad,data science,LinkedIn,2025/04/26
L23590,Delhi,Business Analytics,Email Campaign,2025/06/06
L23591,Delhi,AI/ML,Email Campaign,2025/01/14
L23592,,AI/ML,Instagram,2025/01/17
L23593,Delhi,AI/ML,Email Campaign,13-01-2025
L23594,Ahmedabad,AI/ML,instagram,03-04-2025
L23595,Mumbai,Business Analytics,instagram,2025/03/04
L23596,,AI ml,Website,2025/02/02
L23597,,Data Analytics,Linkedin,2025/01/29
L23598,Ahmedabad,Data Science,instagram,2025/02/06
L23599,Hyderabad,data science,Campus Drive,2025/04/13
L23600,Kolkata,,Campus Drive,
L23601,Bangalore,,instagram,2025/06/23
L23602,Chennai,AI/ML,LinkedIn,24-01-2025
L23603,Mumbai,AI/ML,Referral,2025/05/22
L23604,Kolkata,Data Science,Email Campaign,2025/05/13
L23605,Delhi,,Campus Drive,2025/05/05
L23606,Delhi,AI/ML,Instagram,2025/02/22
L23607,Pune,data science,Instagram,2025/03/29
L23608,Pune,data science,Website,2025/04/08
L23609,Pune,AI ml,,2025/04/24
L23610,,Business Analytics,LinkedIn,2025/04/05
L23611,Ahmedabad,,Referral,2025/06/07
L23612,Kolkata,Business Analytics,instagram,2025/04/30
L23613,Bangalore,Data Science,LinkedIn,14-03-2025
L23614,,Data Science,Instagram,05-06-2025
L23615,Ahmedabad,AI ml,instagram,2025/04/16
L23616,,,Referral,2025/01/26
L23617,Chennai,data science,instagram,2025/01/18
L23618,Mumbai,Data Analytics,Instagram,2025/06/13
L23619,Mumbai,,Email Campaign,
L23620,,Business Analytics,Email Campaign,2025/05/16
L23621,Ahmedabad,Data Analytics,instagram,26-05-2025
L23622,,AI ml,Linkedin,2025/02/27
L23623,Delhi,Business Analytics,,2025/06/09
L23624,,Business Analytics,Referral,
L23625,,Business Analytics,Campus Drive,2025/04/03
L23626,Bangalore,AI/ML,Referral,2025/02/18
L23627,Kolkata,Data Analytics,Referral,
L23628,,AI/ML,,2025/06/25
L23629,Chennai,AI/ML,instagram,2025/03/12
L23630,Chennai,Business Analytics,LinkedIn,06-03-2025
L23631,Mumbai,Data Science,LinkedIn,2025/02/02
L23632,Ahmedabad,data science,Instagram,2025/02/19
L23633,Mumbai,,LinkedIn,2025/01/04
L23634,Chennai,Data Science,LinkedIn,2025/04/29
L23635,Ahmedabad,Business Analytics,Referral,2025/03/25
L23636,Mumbai,,,2025/04/27
L23637,Ahmedabad,data science,instagram,2025/06/13
L23638,Bangalore,,Referral,2025/04/12
L23639,Hyderabad,data science,Campus Drive,2025/06/05
L23640,Kolkata,Business Analytics,Email Campaign,2025/05/11
L23641,Bangalore,AI/ML,Campus Drive,2025/01/06
L23642,Mumbai,,instagram,2025/06/22
L23643,Delhi,data science,Website,2025/01/23
L23644,Bangalore,,Linkedin,2025/05/15
L23645,Kolkata,,Linkedin,2025/04/30
L23646,,,Website,2025/03/02
L23647,,Data Analytics,instagram,10-04-2025
L23648,Hyderabad,AI/ML,Instagram,2025/03/06
L23649,Chennai,Data Analytics,Referral,14-05-2025
L23650,Bangalore,Data Analytics,,2025/01/24
L23651,Chennai,data science,LinkedIn,2025/02/06
L23652,Mumbai,Business Analytics,Website,
L23653,Kolkata,AI/ML,Campus Drive,2025/02/14
L23654,Mumbai,Data Science,LinkedIn,2025/06/28
L23655,Ahmedabad,AI ml,Email Campaign,2025/04/10
L23656,Kolkata,AI/ML,Referral,2025/04/12
L23657,Bangalore,Data Science,Referral,2025/06/22
L23658,Pune,data science,Linkedin,2025/03/04
L23659,Kolkata,data science,Email Campaign,2025/01/29
L23660,Hyderabad,,Instagram,2025/04/11
L23661,Pune,data science,Instagram,2025/04/19
L23662,,Data Science,Referral,2025/04/06
L23663,,AI ml,Website,2025/06/02
L23664,Ahmedabad,Data Science,Linkedin,2025/01/10
L23665,Ahmedabad,data science,LinkedIn,2025/02/04
L23666,Hyderabad,AI ml,Referral,
L23667,,AI ml,Email Campaign,24-02-2025
L23668,,Data Science,Website,2025/06/02
L23669,Ahmedabad,,Linkedin,22-06-2025
L23670,Pune,,Linkedin,2025/04/06
L23671,Kolkata,Data Analytics,Email Campaign,2025/05/03
L23672,Ahmedabad,Data Science,,2025/01/12
L23673,Kolkata,AI/ML,Website,2025/01/04
L23674,,Business Analytics,Website,16-04-2025
L23675,Kolkata,Data Analytics,Linkedin,31-03-2025
L23676,Kolkata,Data Science,Campus Drive,2025/03/08
L23677,Bangalore,Data Analytics,Instagram,2025/05/25
L23678,Pune,data science,Linkedin,2025/03/06
L23679,Mumbai,data science,Linkedin,2025/03/23
L23680,Bangalore,data science,Referral,2025/04/15
L23681,,Data Science,LinkedIn,2025/03/25
L23682,Kolkata,Data Science,instagram,2025/04/15
L23683,Mumbai,Data Analytics,Campus Drive,2025/04/25
L23684,Mumbai,Data Science,Linkedin,2025/01/28
L23685,Ahmedabad,AI ml,Email Campaign,2025/01/16
L23686,,Data Science,instagram,2025/01/21
L23687,,Business Analytics,LinkedIn,2025/03/18
L23688,Bangalore,AI/ML,Referral,2025/02/11
L23689,,,Campus Drive,2025/02/23
L23690,Chennai,Business Analytics,Website,01-02-2025
L23691,Pune,,instagram,2025/04/24
L23692,,,Instagram,2025/02/07
L23693,,AI/ML,Email Campaign,
L23694,Bangalore,AI ml,Website,2025/04/24
L23695,Hyderabad,Business Analytics,instagram,2025/06/15
L23696,,Data Science,,20-04-2025
L23697,Ahmedabad,AI/ML,Website,2025/04/13
L23698,Pune,Data Science,Instagram,2025/03/18
L23699,Pune,Data Science,Website,24-06-2025
L23700,Pune,data science,,
L23701,Mumbai,Data Science,Campus Drive,2025/05/20
L23702,,Data Science,Website,2025/02/22
L23703,Kolkata,Business Analytics,instagram,2025/06/10
L23704,Kolkata,,instagram,2025/06/05
L23705,Pune,,Campus Drive,2025/05/01
L23706,Pune,Business Analytics,,
L23707,Mumbai,,,2025/01/03
L23708,Kolkata,data science,LinkedIn,2025/06/03
L23709,Kolkata,AI/ML,instagram,2025/02/23
L23710,,Data Science,Linkedin,2025/02/09
L23711,Hyderabad,Data Science,Linkedin,2025/03/09
L23712,Bangalore,AI ml,Instagram,2025/04/24
L23713,,data science,LinkedIn,2025/06/24
L23714,Bangalore,Data Science,Linkedin,10-05-2025
L23715,Ahmedabad,Data Analytics,instagram,2025/02/11
L23716,Mumbai,AI/ML,instagram,2025/06/11
L23717,Ahmedabad,Data Analytics,Instagram,2025/04/04
L23718,Kolkata,Business Analytics,LinkedIn,2025/05/29
L23719,,Data Analytics,LinkedIn,11-04-2025
L23720,Pune,,Website,2025/06/21
L23721,,,Website,2025/05/04
L23722,,AI/ML,Website,
L23723,Mumbai,Data Analytics,Campus Drive,2025/01/02
L23724,Mumbai,Data Analytics,Campus Drive,01-04-2025
L23725,Bangalore,Data Science,,2025/02/28
L23726,Delhi,AI/ML,Website,2025/04/08
L23727,,Data Science,Website,2025/01/16
L23728,,AI/ML,,2025/05/28
L23729,,AI ml,Campus Drive,2025/06/03
L23730,,AI/ML,Email Campaign,2025/01/16
L23731,Hyderabad,Data Analytics,Referral,2025/04/18
L23732,,data science,Website,2025/01/23
L23733,Hyderabad,Data Science,Linkedin,2025/02/11
L23734,Hyderabad,Business Analytics,Referral,2025/02/06
L23735,Chennai,Data Science,Linkedin,2025/03/13
L23736,,Business Analytics,Email Campaign,2025/05/14
L23737,Ahmedabad,,,14-06-2025
