Lead_ID,Counselling,Application,Enrolled
L18150,Y,Yes,Y
L18151,no,Y,
L18152,yes,Y,Y
L18153,yes,Yes,
L18154,,,no
L18155,no,,Y
L18156,N,,
L18157,Yes,Yes,no
L18158,Y,yes,
L18159,No,yes,yes
L18160,No,No,
L18161,N,N,yes
L18162,Y,No,Yes
L18163,yes,yes,yes
L18164,no,,no
L18165,no,,Y
L18166,Y,no,no
L18167,Y,yes,yes
L18168,no,yes,N
L18169,no,yes,Yes
L18170,Y,no,no
L18171,yes,no,
L18172,No,,no
L18173,No,,
L18174,,No,
L18175,,Y,yes
L18176,Yes,,No
L18177,Y,no,N
L18178,,N,yes
L18179,Yes,Yes,yes
L18180,Yes,,Yes
L18181,,yes,Y
L18182,N,yes,No
L18183,No,Yes,No
L18184,no,yes,Y
L18185,no,No,
L18186,,,
L18187,,,
L18188,no,Y,
L18189,N,Yes,Y
L18190,Y,No,yes
L18191,No,No,Y
L18192,N,,No
L18193,,N,Yes
L18194,Y,No,no
L18195,,Y,
L18196,,No,N
L18197,Y,N,
L18198,yes,no,N
L18199,no,Y,Y
L18200,yes,no,N
L18201,yes,N,Y
L18202,No,N,No
L18203,no,N,
L18204,,No,yes
L18205,N,Y,
L18206,N,no,
L18207,Yes,,Yes
L18208,,,No
L18209,yes,,Yes
L18210,yes,no,Y
L18211,Yes,,
L18212,,yes,no
L18213,Yes,yes,
L18214,No,yes,Yes
L18215,yes,Y,no
L18216,yes,no,No
L18217,No,Yes,Yes
L18218,N,Y,No
L18219,N,N,
L18220,Yes,No,
L18221,yes,,Y
L18222,Yes,Yes,Y
L18223,,,N
L18224,N,No,N
L18225,Y,Y,Yes
L18226,,N,no
L18227,yes,N,No
L18228,Y,N,No
L18229,yes,yes,yes
L18230,Yes,Y,No
L18231,Y,N,Yes
L18232,No,No,
L18233,no,yes,
L18234,N,Y,N
L18235,No,N,yes
L18236,No,,
L18237,Y,yes,No
L18238,Y,Y,
L18239,No,N,No
L18240,Y,no,Yes
L18241,No,No,No
L18242,,no,Yes
L18243,N,No,
L18244,yes,,yes
L18245,no,no,N
L18246,yes,Y,N
L18247,Y,N,
L18248,No,Y,No
L18249,yes,No,yes
L18250,No,,
L18251,yes,No,Y
L18252,Yes,Y,No
L18253,Yes,N,N
L18254,Yes,no,
L18255,no,Y,yes
L18256,yes,,no
L18257,N,N,no
L18258,Y,N,Yes
L18259,yes,yes,
L18260,N,No,no
L18261,,yes,yes
L18262,,No,
L18263,No,Yes,N
L18264,,,No
L18265,yes,Y,Yes
L18266,yes,No,N
L18267,Yes,yes,
L18268,,N,Yes
L18269,,No,N
L18270,No,Y,Y
L18271,yes,no,Yes
L18272,no,no,
L18273,Y,N,Y
L18274,Yes,Y,N
L18275,yes,No,no
L18276,,,no
L18277,No,yes,
L18278,,No,no
L18279,,no,
L18280,Yes,,
L18281,Yes,yes,Yes
L18282,,yes,yes
L18283,N,yes,
L18284,,Y,
L18285,yes,Yes,
L18286,N,no,Y
L18287,,,Y
L18288,,yes,
L18289,No,,
L18290,No,,Yes
L18291,no,yes,
L18292,Yes,,yes
L18293,no,N,Yes
L18294,,Y,Y
L18295,,Y,yes
L18296,,No,no
L18297,No,Yes,N
L18298,Y,,no
L18299,Y,yes,N
L18300,,N,no
L18301,,Yes,
L18302,Y,Y,No
L18303,yes,No,No
L18304,,,no
L18305,yes,Yes,Y
L18306,,,yes
L18307,No,yes,Y
L18308,no,,
L18309,N,No,No
L18310,,N,yes
L18311,yes,yes,N
L18312,No,yes,yes
L18313,Y,,
L18314,N,Yes,Yes
L18315,Y,,no
L18316,Yes,no,Y
L18317,no,,yes
L18318,No,no,N
L18319,,yes,N
L18320,No,Yes,yes
L18321,N,,
L18322,Y,yes,Yes
L18323,yes,No,no
L18324,yes,Y,no
L18325,No,,No
L18326,N,,Y
L18327,,,
L18328,yes,Y,N
L18329,No,no,Y
L18330,,Y,Yes
L18331,,no,Yes
L18332,,N,Yes
L18333,Yes,,N
L18334,yes,N,
L18335,Yes,no,N
L18336,N,No,no
L18337,no,,yes
L18338,Yes,,yes
L18339,no,No,yes
L18340,,N,
L18341,Yes,no,Y
L18342,,Y,yes
L18343,yes,Y,Y
L18344,,no,No
L18345,Yes,,N
L18346,yes,,No
L18347,No,yes,
L18348,No,yes,yes
L18349,,,N
L18350,,N,No
L18351,no,No,N
L18352,Y,No,N
L18353,N,Y,Yes
L18354,Yes,Y,
L18355,yes,Y,
L18356,Y,,N
L18357,No,,No
L18358,yes,N,Yes
L18359,,N,No
L18360,yes,no,
L18361,Y,,yes
L18362,yes,No,yes
L18363,Y,No,Yes
L18364,Yes,,N
L18365,Yes,yes,No
L18366,Yes,N,
L18367,No,Yes,Yes
L18368,N,No,
L18369,Y,No,Yes
L18370,Yes,Yes,no
L18371,No,,no
L18372,No,Yes,N
L18373,,,Yes
L18374,N,,
L18375,No,Yes,Y
L18376,Yes,No,yes
L18377,yes,Y,yes
L18378,N,,
L18379,Yes,No,N
L18380,,N,
L18381,N,,N
L18382,N,no,
L18383,No,yes,N
L18384,,N,yes
L18385,no,no,N
L18386,Yes,Yes,N
L18387,Yes,No,yes
L18388,,,
L18389,yes,No,no
L18390,,yes,
L18391,Yes,,no
L18392,Yes,yes,
L18393,No,yes,Yes
L18394,,,Y
L18395,N,,N
L18396,,,
L18397,N,yes,Yes
L18398,,no,Y
L18399,N,no,
L18400,N,yes,No
L18401,No,N,
L18402,no,yes,Y
L18403,N,no,
L18404,,No,Y
L18405,N,No,N
L18406,No,Y,yes
L18407,N,No,Y
L18408,N,,N
L18409,Y,No,Y
L18410,N,N,Y
L18411,,Y,yes
L18412,yes,N,yes
L18413,Yes,Y,Yes
L18414,Yes,,N
L18415,Y,no,no
L18416,,,yes
L18417,yes,,
L18418,Y,yes,no
L18419,Y,,N
L18420,N,no,yes
L18421,yes,yes,
L18422,,No,N
L18423,Yes,yes,
L18424,Yes,Y,Yes
L18425,yes,Y,Y
L18426,No,N,No
L18427,N,yes,
L18428,yes,yes,N
L18429,Y,yes,N
L18430,Y,No,yes
L18431,,,
L18432,,No,Yes
L18433,Yes,No,No
L18434,,No,N
L18435,,,
L18436,yes,,N
L18437,yes,Yes,No
L18438,Yes,Yes,Y
L18439,Y,no,Y
L18440,,,N
L18441,Yes,,Y
L18442,no,,yes
L18443,N,yes,Y
L18444,Y,No,Yes
L18445,yes,No,
L18446,No,Y,Y
L18447,No,,yes
L18448,No,,N
L18449,,,
L18450,yes,Yes,
L18451,yes,,
L18452,N,N,yes
L18453,No,N,no
L18454,No,,No
L18455,N,No,N
L18456,,,Y
L18457,no,yes,No
L18458,Yes,Y,yes
L18459,N,no,Yes
L18460,No,,Y
L18461,No,no,No
L18462,N,,N
L18463,no,N,no
L18464,,Yes,yes
L18465,,,N
L18466,Yes,,N
L18467,No,yes,
L18468,no,yes,Yes
L18469,Y,no,N
L18470,N,N,
L18471,Yes,,No
L18472,Yes,No,Yes
L18473,Y,,N
L18474,,,yes
L18475,No,No,Yes
L18476,,Y,Yes
L18477,Y,Y,no
L18478,No,yes,No
L18479,No,,
L18480,no,,No
L18481,no,Yes,
L18482,yes,No,No
L18483,,N,No
L18484,,,No
L18485,Yes,No,yes
L18486,no,Yes,
L18487,,No,yes
L18488,Yes,,no
L18489,No,No,N
L18490,N,Yes,Yes
L18491,no,N,
L18492,yes,Yes,yes
L18493,No,,N
L18494,Y,N,
L18495,no,N,no
L18496,Yes,N,
L18497,yes,Y,N
L18498,,Y,yes
L18499,,Yes,
L18500,,N,no
L18501,yes,Yes,N
L18502,,,
L18503,,yes,N
L18504,yes,N,N
L18505,No,,No
L18506,,no,Yes
L18507,No,N,Y
L18508,,,yes
L18509,no,,Yes
L18510,N,,Y
L18511,,no,
L18512,N,,no
L18513,,N,Yes
L18514,,Yes,N
L18515,,Y,
L18516,,No,yes
L18517,Yes,yes,
L18518,Y,,
L18519,No,,
L18520,,N,yes
L18521,N,Y,yes
L18522,yes,N,No
L18523,,,yes
L18524,,yes,yes
L18525,yes,Y,
L18526,Yes,N,
L18527,,,yes
L18528,Y,No,yes
L18529,no,Yes,yes
L18530,no,no,N
L18531,,Yes,no
L18532,N,,yes
L18533,No,Y,N
L18534,Y,,
L18535,N,,N
L18536,,Y,No
L18537,No,yes,N
L18538,No,No,N
L18539,Yes,no,
L18540,no,yes,N
L18541,N,,yes
L18542,,No,no
L18543,yes,No,No
L18544,Yes,Yes,no
L18545,Yes,Yes,Y
L18546,,No,
L18547,yes,no,Yes
L18548,N,no,
L18549,N,,Y
L18550,Y,Y,Y
L18551,yes,,
L18552,yes,Y,
L18553,yes,,No
L18554,yes,yes,
L18555,N,No,Yes
L18556,N,N,
L18557,no,N,
L18558,no,no,
L18559,Yes,,
L18560,Yes,Y,Yes
L18561,Y,Y,N
L18562,yes,Y,Y
L18563,Y,Y,
L18564,Y,no,
L18565,N,N,N
L18566,,No,Yes
L18567,Y,N,Y
L18568,Y,N,N
L18569,no,yes,
L18570,yes,yes,Yes
L18571,Yes,,no
L18572,No,Y,
L18573,,,no
L18574,no,,
L18575,Y,,Y
L18576,N,yes,
L18577,,Y,yes
L18578,No,,Y
L18579,,no,no
L18580,yes,N,No
L18581,yes,No,yes
L18582,Y,Yes,N
L18583,,no,Yes
L18584,,yes,No
L18585,no,N,
L18586,No,,No
L18587,Y,,Yes
L18588,,Yes,
L18589,,,Y
L18590,N,,
L18591,No,yes,no
L18592,,,yes
L18593,no,no,
L18594,N,yes,
L18595,N,yes,no
L18596,,N,yes
L18597,,,no
L18598,N,No,N
L18599,Yes,,no
L18600,,N,
L18601,N,yes,
L18602,N,no,Y
L18603,No,yes,Y
L18604,yes,,Yes
L18605,,,No
L18606,N,No,
L18607,No,N,
L18608,,No,N
L18609,N,yes,
L18610,No,N,Y
L18611,yes,no,yes
L18612,yes,N,
L18613,No,N,yes
L18614,No,,N
L18615,No,No,no
L18616,no,No,N
L18617,yes,No,No
L18618,N,N,no
L18619,Y,,No
L18620,yes,yes,no
L18621,,No,No
L18622,no,yes,Y
L18623,No,yes,Y
L18624,N,yes,Y
L18625,,N,
L18626,No,yes,Y
L18627,no,no,N
L18628,Yes,Y,
L18629,no,N,Yes
L18630,,no,yes
L18631,,yes,Y
L18632,No,N,Y
L18633,yes,N,
L18634,yes,Yes,Yes
L18635,N,yes,yes
L18636,yes,N,no
L18637,,Yes,yes
L18638,Yes,,No
L18639,Y,,no
L18640,Y,,
L18641,No,Yes,no
L18642,yes,yes,
L18643,yes,Y,No
L18644,yes,N,Y
L18645,,yes,yes
L18646,N,yes,No
L18647,yes,N,yes
L18648,no,,N
L18649,No,,no
L18650,no,yes,no
L18651,,Yes,Y
L18652,Yes,Y,N
L18653,N,Y,Y
L18654,No,N,
L18655,yes,No,No
L18656,,,yes
L18657,,yes,N
L18658,,yes,Y
L18659,,yes,
L18660,yes,no,
L18661,no,,yes
L18662,Y,yes,Yes
L18663,no,N,No
L18664,Y,Y,
L18665,No,,
L18666,No,,N
L18667,No,,yes
L18668,,Yes,Y
L18669,,N,
L18670,Yes,yes,Y
L18671,N,yes,
L18672,No,yes,N
L18673,N,No,yes
L18674,,No,
L18675,no,N,no
L18676,no,no,
L18677,Y,Yes,Yes
L18678,,,No
L18679,,yes,yes
L18680,No,Yes,
L18681,,yes,Y
L18682,N,Yes,
L18683,Y,Yes,No
L18684,no,No,
L18685,yes,,yes
L18686,No,,Y
L18687,,,N
L18688,N,No,Yes
L18689,,,
L18690,N,yes,N
L18691,N,Yes,yes
L18692,,Yes,
L18693,Yes,Y,yes
L18694,Yes,,No
L18695,yes,Yes,No
L18696,N,Y,Y
L18697,,Yes,no
L18698,Y,no,Yes
L18699,Y,yes,Y
L18700,Y,No,N
L18701,No,no,N
L18702,Y,Y,Y
L18703,,Yes,No
L18704,,,Y
L18705,N,yes,
L18706,Yes,N,
L18707,Yes,Yes,
L18708,N,,
L18709,Yes,,
L18710,N,yes,N
L18711,N,No,Yes
L18712,Y,,yes
L18713,No,,no
L18714,N,No,
L18715,,yes,no
L18716,Yes,N,yes
L18717,no,,No
L18718,Yes,,N
L18719,No,Yes,
L18720,Yes,,
L18721,yes,Y,
L18722,,N,
L18723,yes,,
L18724,yes,no,
L18725,Yes,N,Y
L18726,N,Y,no
L18727,No,,No
L18728,,No,Y
L18729,,,no
L18730,,No,no
L18731,Y,Yes,yes
L18732,No,no,No
L18733,no,,Yes
L18734,N,yes,no
L18735,no,,Y
L18736,No,,No
L18737,Yes,No,
L18738,yes,N,N
L18739,,,N
L18740,yes,,
L18741,N,Yes,N
L18742,Y,N,no
L18743,Yes,Y,N
L18744,Y,N,N
L18745,No,yes,Yes
L18746,,,Yes
L18747,N,,no
L18748,Y,no,yes
L18749,no,No,N
L18750,Y,,no
L18751,yes,N,no
L18752,no,,
L18753,yes,N,N
L18754,No,,Y
L18755,Y,no,Y
L18756,N,yes,yes
L18757,Y,No,
L18758,Y,,Y
L18759,Yes,yes,no
L18760,N,No,yes
L18761,Yes,yes,
L18762,no,,Y
L18763,yes,N,Y
L18764,,N,no
L18765,,Yes,
L18766,No,Yes,yes
L18767,Yes,,
L18768,,,Y
L18769,yes,Y,
L18770,Y,yes,No
L18771,,Y,no
L18772,Y,Yes,
L18773,,No,No
L18774,,yes,Yes
L18775,yes,No,
L18776,,No,Y
L18777,,Y,
L18778,Y,N,No
L18779,N,Y,Yes
L18780,Yes,Yes,no
L18781,No,,
L18782,Yes,,No
L18783,Y,,yes
L18784,No,,
L18785,,No,no
L18786,,,no
L18787,Y,no,
L18788,No,No,N
L18789,no,,
L18790,,Yes,yes
L18791,Y,,N
L18792,no,,no
L18793,Yes,no,N
L18794,Yes,No,Yes
L18795,,yes,Y
L18796,,,no
L18797,Yes,,No
L18798,Y,No,no
L18799,yes,Y,
L18800,no,N,yes
L18801,no,yes,No
L18802,no,,yes
L18803,N,,no
L18804,Y,,
L18805,no,Y,
L18806,no,,Yes
L18807,no,No,No
L18808,Y,,no
L18809,Y,no,no
L18810,N,Y,
L18811,yes,Y,yes
L18812,no,N,N
L18813,N,,no
L18814,yes,,Yes
L18815,no,no,N
L18816,no,no,No
L18817,Yes,,no
L18818,N,no,yes
L18819,,no,Yes
L18820,Yes,,Y
L18821,yes,Y,
L18822,Y,Yes,
L18823,,,Yes
L18824,yes,N,no
L18825,Yes,No,no
L18826,No,yes,
L18827,,no,
L18828,Y,No,No
L18829,,,no
L18830,No,No,
L18831,,Yes,Yes
L18832,Y,Yes,
L18833,Yes,,Y
L18834,No,Y,Yes
L18835,N,No,
L18836,,Y,no
L18837,No,Y,no
L18838,N,No,Y
L18839,no,Yes,
L18840,No,Y,Y
L18841,,no,No
L18842,no,,Y
L18843,Yes,N,yes
L18844,No,,no
L18845,no,Yes,
L18846,,yes,
L18847,No,Y,No
L18848,Yes,No,N
L18849,,no,Yes
L18850,No,Y,No
L18851,N,Yes,
L18852,No,Yes,no
L18853,N,No,no
L18854,yes,,Y
L18855,,,Y
L18856,,No,yes
L18857,yes,,
L18858,N,no,yes
L18859,,N,
L18860,no,yes,
L18861,No,,
L18862,No,,
L18863,,yes,
L18864,No,Yes,no
L18865,No,Yes,no
L18866,yes,Yes,
L18867,No,Yes,yes
L18868,,no,yes
L18869,no,N,Y
L18870,,no,N
L18871,No,,
L18872,yes,No,
L18873,no,Y,No
L18874,yes,Yes,Y
L18875,N,Y,yes
L18876,N,yes,
L18877,no,No,
L18878,no,N,Yes
L18879,No,no,yes
L18880,Y,,
L18881,yes,No,
L18882,no,No,Yes
L18883,no,No,Y
L18884,,yes,Y
L18885,yes,,
L18886,yes,no,Y
L18887,Yes,N,
L18888,yes,,N
L18889,Y,yes,
L18890,,,no
L18891,Y,Y,no
L18892,,,Y
L18893,Y,No,N
L18894,,,No
L18895,Yes,Y,N
L18896,Yes,Y,no
L18897,N,yes,No
L18898,,N,no
L18899,,N,yes
L18900,N,Y,Y
L18901,Yes,,no
L18902,no,,yes
L18903,N,Yes,No
L18904,No,no,no
L18905,Yes,No,N
L18906,N,Yes,
L18907,No,Y,
L18908,No,no,No
L18909,No,N,
L18910,Y,Yes,N
L18911,Yes,,Y
L18912,N,yes,no
L18913,yes,Y,Y
L18914,yes,Yes,N
L18915,N,No,Yes
L18916,Y,Y,N
L18917,,no,Y
L18918,no,no,
L18919,N,Yes,No
L18920,no,Y,
L18921,Yes,N,No
L18922,yes,no,Y
L18923,,,no
L18924,N,N,no
L18925,No,no,No
L18926,Yes,yes,No
L18927,no,,N
L18928,Yes,yes,yes
L18929,,N,no
L18930,yes,Y,
L18931,No,no,yes
L18932,No,No,No
L18933,no,no,No
L18934,no,No,yes
L18935,Y,no,no
L18936,,Yes,
L18937,yes,,no
L18938,N,Yes,No
L18939,no,Y,Yes
L18940,,N,Yes
L18941,yes,no,
L18942,Y,Y,No
L18943,Yes,yes,N
L18944,Y,Y,
L18945,yes,no,
L18946,,,Yes
L18947,no,,
L18948,Y,,No
L18949,No,no,no
L18950,,Y,no
L18951,yes,yes,
L18952,no,,
L18953,Yes,Yes,N
L18954,,No,Yes
L18955,no,Yes,N
L18956,yes,,Yes
L18957,N,no,no
L18958,No,,
L18959,no,No,Y
L18960,,,Y
L18961,no,yes,yes
L18962,,,yes
L18963,yes,,
L18964,,no,
L18965,yes,Yes,N
L18966,No,No,Yes
L18967,,No,N
L18968,no,yes,yes
L18969,No,Yes,
L18970,N,,Y
L18971,yes,No,No
L18972,No,No,
L18973,N,,No
L18974,yes,yes,Y
L18975,Yes,no,No
L18976,No,no,yes
L18977,,N,Yes
L18978,,yes,Y
L18979,no,Y,no
L18980,N,no,
L18981,no,No,no
L18982,no,,Yes
L18983,no,,No
L18984,Yes,,no
L18985,no,N,N
L18986,No,Y,no
L18987,yes,,
L18988,,,Y
L18989,yes,no,
L18990,yes,yes,No
L18991,,Yes,No
L18992,yes,,Yes
L18993,,Y,N
L18994,,no,Y
L18995,No,no,Yes
L18996,no,N,yes
L18997,,N,Yes
L18998,Y,,yes
L18999,no,Y,No
L19000,Y,yes,Yes
L19001,Yes,yes,N
L19002,yes,No,
L19003,Yes,yes,Y
L19004,yes,,N
L19005,,,
L19006,N,,N
L19007,N,,no
L19008,,N,
L19009,Y,,Y
L19010,yes,,no
L19011,yes,,no
L19012,no,Yes,Yes
L19013,,Yes,Y
L19014,N,,No
L19015,no,no,Y
L19016,no,no,
L19017,Yes,yes,no
L19018,,yes,No
L19019,No,no,
L19020,Y,N,No
L19021,N,,
L19022,,,yes
L19023,Yes,no,yes
L19024,no,No,
L19025,no,no,N
L19026,No,,yes
L19027,N,Y,no
L19028,Yes,,N
L19029,N,no,N
L19030,,no,
L19031,N,yes,N
L19032,no,no,N
L19033,yes,yes,yes
L19034,Y,,No
L19035,Yes,Y,N
L19036,yes,Y,Yes
L19037,,Yes,
L19038,Yes,,Y
L19039,Yes,,N
L19040,N,,yes
L19041,no,Yes,Y
L19042,No,No,N
L19043,yes,N,no
L19044,no,yes,N
L19045,Y,Yes,N
L19046,N,Y,
L19047,,,No
L19048,no,,no
L19049,Yes,Y,N
L19050,N,N,N
L19051,yes,yes,Yes
L19052,Y,,N
L19053,no,Yes,no
L19054,,,yes
L19055,Yes,Y,No
L19056,,N,Yes
L19057,N,no,yes
L19058,,,Y
L19059,Y,yes,Y
L19060,Yes,,yes
L19061,,No,yes
L19062,no,Y,
L19063,,yes,Y
L19064,,N,
L19065,N,yes,Yes
L19066,no,no,N
L19067,Yes,Y,No
L19068,yes,No,Y
L19069,,N,
L19070,yes,,
L19071,No,No,Y
L19072,no,yes,No
L19073,,Yes,N
L19074,,Y,No
L19075,N,No,yes
L19076,yes,,no
L19077,Yes,No,N
L19078,,Y,N
L19079,yes,Yes,No
L19080,Y,no,No
L19081,,no,no
L19082,,Y,no
L19083,Y,,no
L19084,,,yes
L19085,Yes,No,Yes
L19086,,Yes,Y
L19087,Yes,No,Y
L19088,no,yes,Yes
L19089,Y,Y,Yes
L19090,yes,Y,no
L19091,No,,no
L19092,,No,N
L19093,Yes,yes,no
L19094,Y,,
L19095,Yes,,
L19096,,,yes
L19097,yes,Yes,Yes
L19098,yes,N,Yes
L19099,Y,Yes,yes
L19100,N,no,Yes
L19101,no,Y,N
L19102,,yes,no
L19103,no,no,no
L19104,No,yes,
L19105,yes,Y,N
L19106,Yes,yes,
L19107,yes,no,no
L19108,Y,,no
L19109,No,No,N
L19110,,No,
L19111,no,N,no
L19112,no,No,No
L19113,yes,no,no
L19114,,,
L19115,,N,
L19116,no,Y,No
L19117,,,N
L19118,Yes,Y,yes
L19119,,No,yes
L19120,No,Yes,No
L19121,,Y,N
L19122,yes,,Yes
L19123,,no,no
L19124,,Y,Y
L19125,,no,N
L19126,N,N,Yes
L19127,No,No,Yes
L19128,No,N,Y
L19129,N,no,Y
L19130,,yes,no
L19131,,no,N
L19132,,yes,
L19133,yes,Y,
L19134,,,No
L19135,,,N
L19136,N,No,
L19137,no,Yes,
L19138,No,,no
L19139,Y,yes,no
L19140,Y,yes,
L19141,no,,no
L19142,N,Yes,N
L19143,Y,Y,no
L19144,No,,Yes
L19145,Y,N,Yes
L19146,Yes,No,No
L19147,Y,Yes,Y
L19148,Yes,,yes
L19149,N,yes,No
L19150,Y,No,N
L19151,No,,N
L19152,Y,No,no
L19153,Y,N,no
L19154,Y,Yes,Yes
L19155,No,N,No
L19156,,No,Y
L19157,N,,N
L19158,no,no,yes
L19159,,No,No
L19160,,,Y
L19161,,yes,no
L19162,,Yes,N
L19163,N,,yes
L19164,no,,yes
L19165,Yes,no,Y
L19166,Y,,
L19167,No,No,N
L19168,yes,no,N
L19169,N,Yes,No
L19170,Yes,yes,No
L19171,,no,
L19172,,Yes,
L19173,yes,Y,No
L19174,,yes,yes
L19175,N,N,Y
L19176,No,Y,Yes
L19177,,no,yes
L19178,Y,Yes,
L19179,no,no,N
L19180,,no,yes
L19181,,,No
L19182,Y,Y,Yes
L19183,No,no,N
L19184,No,,
L19185,Yes,yes,Yes
L19186,Yes,yes,
L19187,No,,no
L19188,N,no,Yes
L19189,No,no,
L19190,No,yes,No
L19191,,,no
L19192,Yes,,Yes
L19193,,yes,Y
L19194,N,,no
L19195,Yes,,
L19196,No,no,no
L19197,yes,,
L19198,,,N
L19199,Y,N,N
L19200,N,N,No
L19201,yes,,
L19202,Yes,No,Yes
L19203,,yes,
L19204,Yes,No,Yes
L19205,yes,No,
L19206,,Y,
L19207,,yes,yes
L19208,yes,yes,
L19209,N,,
L19210,no,,No
L19211,N,,
L19212,yes,,Yes
L19213,,yes,Y
L19214,yes,yes,yes
L19215,N,Y,N
L19216,no,Y,Y
L19217,,,no
L19218,,Yes,N
L19219,Y,N,N
L19220,yes,N,No
L19221,yes,,N
L19222,,Y,Y
L19223,N,N,No
L19224,Yes,yes,no
L19225,Y,No,no
L19226,yes,,
L19227,N,yes,yes
L19228,N,yes,Y
L19229,yes,No,no
L19230,yes,,N
L19231,No,No,Y
L19232,No,N,No
L19233,,no,yes
L19234,Y,Y,no
L19235,,Yes,Y
L19236,N,N,no
L19237,N,Y,Y
L19238,Yes,,
L19239,Y,,yes
L19240,no,Y,Y
L19241,yes,,yes
L19242,Y,Yes,No
L19243,yes,No,No
L19244,Y,No,N
L19245,,,No
L19246,no,,no
L19247,yes,,
L19248,,N,yes
L19249,No,N,Y
L19250,yes,,N
L19251,No,,Yes
L19252,Yes,,No
L19253,No,yes,no
L19254,N,Yes,No
L19255,N,,No
L19256,Y,N,N
L19257,yes,,no
L19258,yes,yes,yes
L19259,Y,no,
L19260,,,N
L19261,yes,No,N
L19262,no,no,
L19263,yes,Y,no
L19264,,,No
L19265,yes,Y,
L19266,Yes,Yes,no
L19267,yes,Yes,Y
L19268,yes,,No
L19269,no,No,N
L19270,No,Yes,Y
L19271,N,,Y
L19272,,No,Yes
L19273,No,no,Yes
L19274,,Yes,No
L19275,,,no
L19276,yes,Y,N
L19277,N,No,N
L19278,,no,No
L19279,,,Y
L19280,No,yes,No
L19281,Yes,No,N
L19282,N,Y,
L19283,,Yes,yes
L19284,Yes,no,
L19285,No,N,
L19286,Yes,,no
L19287,,,N
L19288,yes,,no
L19289,No,yes,no
L19290,no,,Y
L19291,,Yes,
L19292,,No,
L19293,,Y,Y
L19294,N,yes,yes
L19295,,,
L19296,yes,,N
L19297,yes,yes,Y
L19298,yes,Yes,No
L19299,No,,N
L19300,no,no,Yes
L19301,no,Y,N
L19302,no,no,Yes
L19303,,,
L19304,No,no,yes
L19305,Yes,no,N
L19306,yes,Yes,no
L19307,,no,
L19308,yes,yes,yes
L19309,,N,yes
L19310,Yes,,
L19311,N,Y,yes
L19312,No,yes,Yes
L19313,no,,yes
L19314,No,,no
L19315,N,No,
L19316,,no,N
L19317,Yes,no,Y
L19318,Y,,Y
L19319,Y,,Yes
L19320,Yes,,
L19321,Yes,N,no
L19322,no,Yes,Y
L19323,yes,,
L19324,,Yes,N
L19325,N,,Yes
L19326,no,,
L19327,yes,No,yes
L19328,no,Y,N
L19329,No,yes,
L19330,yes,,Y
L19331,no,Y,Y
L19332,,,Y
L19333,Yes,,
L19334,,No,N
L19335,no,Y,yes
L19336,N,Yes,N
L19337,,,Yes
L19338,N,yes,
L19339,No,N,
L19340,,,Y
L19341,N,yes,yes
L19342,,no,N
L19343,N,no,yes
L19344,,Yes,N
L19345,Yes,,Yes
L19346,,no,Yes
L19347,yes,no,
L19348,,,Yes
L19349,Yes,,N
L19350,no,Yes,Yes
L19351,No,,
L19352,no,Y,
L19353,,Y,yes
L19354,no,No,
L19355,Y,,N
L19356,No,yes,No
L19357,N,Y,Y
L19358,Yes,Yes,yes
L19359,Y,N,no
L19360,,yes,N
L19361,N,No,N
L19362,,yes,No
L19363,N,no,
L19364,Yes,Yes,
L19365,Yes,,no
L19366,yes,No,
L19367,yes,,
L19368,No,,Y
L19369,N,,no
L19370,No,No,yes
L19371,no,,Y
L19372,No,No,yes
L19373,N,Yes,no
L19374,No,,Yes
L19375,,No,no
L19376,N,,no
L19377,yes,no,Yes
L19378,Y,no,
L19379,,Y,N
L19380,yes,,Yes
L19381,No,No,Yes
L19382,,yes,N
L19383,N,No,
L19384,no,yes,
L19385,,no,no
L19386,,no,N
L19387,no,N,
L19388,no,,No
L19389,yes,,Y
L19390,no,no,
L19391,No,Yes,yes
L19392,yes,yes,N
L19393,,,
L19394,N,Y,N
L19395,,No,
L19396,No,,Y
L19397,Y,yes,no
L19398,No,yes,yes
L19399,Y,N,no
L19400,Y,no,
L19401,,Yes,No
L19402,Yes,yes,yes
L19403,Yes,Yes,no
L19404,No,,
L19405,,Yes,yes
L19406,,N,
L19407,Y,Yes,Y
L19408,yes,No,Y
L19409,yes,yes,
L19410,no,no,
L19411,no,yes,
L19412,,,No
L19413,,,No
L19414,yes,,N
L19415,Yes,,No
L19416,Y,Yes,N
L19417,No,yes,No
L19418,yes,no,No
L19419,yes,N,No
L19420,Yes,no,Y
L19421,no,N,No
L19422,,N,Yes
L19423,Y,N,no
L19424,No,Yes,
L19425,,no,Y
L19426,,Yes,
L19427,,N,no
L19428,Yes,yes,Y
L19429,N,Y,
L19430,,yes,N
L19431,no,,Y
L19432,,Y,no
L19433,No,,
L19434,,yes,No
L19435,,no,N
L19436,No,yes,Y
L19437,Yes,yes,
L19438,No,N,yes
L19439,no,yes,
L19440,yes,No,
L19441,no,N,No
L19442,Yes,N,no
L19443,No,,no
L19444,yes,No,Y
L19445,,Y,Y
L19446,Y,N,
L19447,no,No,
L19448,N,No,N
L19449,,N,yes
L19450,Y,N,Yes
L19451,N,N,yes
L19452,Yes,no,
L19453,Yes,no,
L19454,,Y,N
L19455,Y,,
L19456,N,,yes
L19457,yes,,No
L19458,No,no,yes
L19459,N,,Yes
